ator_id	titulo_id	nome_personagem	tipo	titulo	ano_lancamento	generos	nome_ator	ano_nascimento	nota	numero_votos	duracao	sinopse
nm2581521	tt1051220	Wil Ohmsford	Série de TV	As Crônicas de Shannara	2016	['Aventura', 'Drama', 'Fantasia']	Austin Butler	1991	7.1	64986	42.0	Após a destruição da civilização humana, três jovens heróis tornam-se a última esperança de salvação para a Terra quando demônios ameaçam acabar com o planeta.
nm3081796	tt10633456	Jacob	Filme	Minari: Em Busca da Felicidade	2020	['Drama']	Steven Yeun	1983	7.4	103649	115.0	Uma família coreano-americana se muda para uma fazenda no Arkansas em busca de seu próprio sonho americano. Em meio aos desafios dessa nova vida, eles descobrem a inegável resiliência da família e o que realmente faz um lar.
nm0005342	tt1064801	Mac	Filme	Red Canyon	2008	['Ação', 'Terror', 'Suspense']	Norman Reedus	1969	3.4	843	98.0	Na isolada cidade desértica de Caineville, nada, ninguém e nada é confiável, nem mesmo as memórias. Voltar para casa pode ser um assassinato.
nm3154303	tt10687116	Jimmy	Filme	Entergalactic	2022	['Animação', 'Comédia', 'Música']	Timothée Chalamet	1995	7.3	17891	93.0	O artista Jabari tenta equilibrar amor e sucesso ao se mudar para um apartamento dos sonhos e se apaixonar pela nova vizinha.
nm0799777	tt10726424	Jackson Pepper	Série de TV	Die Hart	2020	['Ação', 'Comédia', 'Suspense']	J.K. Simmons	1955	5.3	7567	8.0	A série de comédia Die Hart é uma produção da Laugh Out Loud Network em parceria com o Quibi e apresenta uma história cômica sobre a desilusão de Kevin Hart com seus papéis de comédia.
nm1684869	tt10832644	Loki	Jogo	Marvel Pinball: Vengeance and Virtue	2011	['Ação', 'Fantasia', 'Ficção Científica']	Troy Baker	1976	6.8	10	0.0	Vingança e virtude é uma coleção de mesas de pinball DLC para Pinball FX2 e Zen Pinball 2. Inclui quatro mesas de pinball baseadas em personagens de quadrinhos da Marvel não disponíveis separadamente para as plataformas listadas aqui: Ghost Rider, Moon Knight, Thor e X-Men.
nm1684869	tt10832644	Moon Knight	Jogo	Marvel Pinball: Vengeance and Virtue	2011	['Ação', 'Fantasia', 'Ficção Científica']	Troy Baker	1976	6.8	10	0.0	Vingança e virtude é uma coleção de mesas de pinball DLC para Pinball FX2 e Zen Pinball 2. Inclui quatro mesas de pinball baseadas em personagens de quadrinhos da Marvel não disponíveis separadamente para as plataformas listadas aqui: Ghost Rider, Moon Knight, Thor e X-Men.
nm0000206	tt10838180	Neo	Filme	Matrix Resurrections	2021	['Ação', 'Ficção Científica']	Keanu Reeves	1964	5.6	292671	148.0	Em um mundo de duas realidades — a vida cotidiana e o que está por trás dela —, Thomas Anderson terá que escolher seguir o coelho branco mais uma vez. A escolha, embora seja uma ilusão, ainda é a única maneira de entrar ou sair da Matrix, que é mais forte, mais segura e mais perigosa do que nunca.
nm0000206	tt10838180	Thomas Anderson	Filme	Matrix Resurrections	2021	['Ação', 'Ficção Científica']	Keanu Reeves	1964	5.6	292671	148.0	Em um mundo de duas realidades — a vida cotidiana e o que está por trás dela —, Thomas Anderson terá que escolher seguir o coelho branco mais uma vez. A escolha, embora seja uma ilusão, ainda é a única maneira de entrar ou sair da Matrix, que é mais forte, mais segura e mais perigosa do que nunca.
nm1659221	tt1084950	Walter	Filme	O Casamento de Rachel	2008	['Drama', 'Romance']	Sebastian Stan	1982	6.7	52358	113.0	Kym é uma jovem bonita, inteligente e também problemática. Ex-modelo, em seus dez últimos anos de vida tem passado constantemente por tratamentos em clínicas de reabilitação. Em sua última internação, logo que sai da clínica ela vai direto para a casa de seu pai, onde a família a aguarda para o casamento de sua irmã Rachel. O longo histórico de crises pessoais e conflitos familiares acompanham Kym em sua participação no reencontro. Mas é na companhia de parentes e amigos queridos que a jovem percebe e aprende novas lições como amor, afeição, generosidade e espírito familiar.
nm1659221	tt1084950	Bowtie Party Guest	Filme	O Casamento de Rachel	2008	['Drama', 'Romance']	Sebastian Stan	1982	6.7	52358	113.0	Kym é uma jovem bonita, inteligente e também problemática. Ex-modelo, em seus dez últimos anos de vida tem passado constantemente por tratamentos em clínicas de reabilitação. Em sua última internação, logo que sai da clínica ela vai direto para a casa de seu pai, onde a família a aguarda para o casamento de sua irmã Rachel. O longo histórico de crises pessoais e conflitos familiares acompanham Kym em sua participação no reencontro. Mas é na companhia de parentes e amigos queridos que a jovem percebe e aprende novas lições como amor, afeição, generosidade e espírito familiar.
nm0000206	tt1086064	Ted	Filme	Bill & Ted: Encare a Música	2020	['Aventura', 'Comédia', 'Música']	Keanu Reeves	1964	5.9	54743	91.0	Três décadas depois, Bill e Ted ainda não conseguiram escrever a melhor música de todos os tempos. Os amigos, então, têm a ideia genial de viajar para o futuro, para quando já tiverem escrito a música, e roubá-la de si mesmos... O que poderia dar errado? Ao lado das suas famílias e da inseparável amiga Morte, eles precisam encontrar a música perdida e salvar o mundo de uma possível catástrofe. Tudo isso, claro, sendo excelentes uns com os outros e deixando a festa rolar!
nm0604742	tt1092634	Conner	Filme	Conspiração Xangai	2010	['Crime', 'Drama', 'Mistério']	Jeffrey Dean Morgan	1966	6.3	10574	105.0	Paul Soames (John Cusack) é um americano que retorna para Xangai quatro meses antes do ataque a Pearl Harbor na Segunda Guerra Mundial. Ele encontra a cidade tomada pelos japoneses e pela corrupção, e descobre que seu amigo foi assassinado. Enquanto tenta descobrir o motivo da morte, ele se envolve com uma bela mulher e desvenda um segredo muito maior que o governo americano está escondendo.
nm0799777	tt1095174	Stu Kopenhafer	Filme	Recém Chegada	2009	['Comédia', 'Romance']	J.K. Simmons	1955	5.7	25809	97.0	Lucy Hill (Renée Zellweger) é uma poderosa e ambiciosa executiva, apaixonada pelo estilo de vida que leva em Miami - roupas, sapatos, carros e belos homens. Quando surge a chance de reestruturar uma fabrica, no meio do nada, no gélido estado de Minnesota, Lucy vê a chance de uma promoção e aceita num estalar de dedos. Mas, o que seria apenas mais um trabalho se transforma numa tremenda roubada. Com seu modo de vida arrogante, a recém-chegada executiva, enfrentará situações hilárias ao ser recebida com frieza pela população da pequena cidade e em especial pelo bonitão e sindicalista Ted (Harry Connick, Jr.)
nm3081796	tt10954984	Ricky 'Jupe' Park	Filme	Não! Não Olhe!	2022	['Terror', 'Mistério', 'Ficção Científica']	Steven Yeun	1983	6.8	297798	130.0	Depois da trágica morte de seu pai, o treinador de animais para produções de Hollywood, OJ, e sua irmã, Emerald, começam a ver fenômenos inexplicáveis em seu vasto rancho no sul da Califórnia, que leva eles por um caminho obsessivo enquanto tentam captar o mistério em filme.
nm4911194	tt11024272	Phoebe	Filme	A Babá: Rainha da Morte	2020	['Comédia', 'Terror']	Jenna Ortega	2002	5.8	55468	101.0	Dois anos após sobreviver a um culto satânico, Cole vive outro pesadelo: o ensino médio. Mas os demônios do passado continuam infernizando sua vida. Continuação do filme: A Babá (2017)
nm1684869	tt11056052	Hex	Jogo	John Wick Hex	2019	['Ação', 'Crime', 'Suspense']	Troy Baker	1976	6.4	117	0.0	John Wick Hex é o primeiro jogo de John Wick PC/Console, inspirado na franquia de ação de sucesso da Lionsgate.Do aclamado diretor de jogos, Mike Bithell (volume, Thomas estava sozinho, circular subterrânea), John Wick Hex é um jogo de estratégia de ritmo acelerado e orientado para a ação que faz você pensar e atacar como o Hitman Professional.Criado em estreita cooperação com as equipes criativas por trás dos filmes, John Wick Hex é xadrez coreografado de luta, trazido à vida como um videogame, capturando o estilo de armas de assinatura da série enquanto expandiu seu universo da história.Os jogadores devem escolher todas as ações e ataques que fazem, considerando seus custos e consequências imediatas.Cada movimento em John Wick Hex parece uma cena dos filmes, e toda luta contribui para o seu progresso no trabalho e requer um pensamento estratégico preciso.Faça bem e progrida no modo principal da história (que apresenta uma história original criada para o jogo) para desbloquear novas armas, opções de terno e locais.Cada arma muda as táticas que você usará e a maneira como você jogará.A munição é finita e simulada realisticamente; portanto, cronometeja suas recargas e aproveite ao máximo as armas que você limpa no trabalho.
nm2794962	tt11126994	Vi	Série de TV	Arcane	2021	['Ação', 'Aventura', 'Animação']	Hailee Steinfeld	1996	9.0	391466	40.0	Em meio ao conflito entre as cidades-gêmeas de Piltover e Zaun, duas irmãs lutam em lados opostos de uma guerra entre tecnologias mágicas e convicções incompatíveis.
nm3480246	tt11126994	Jinx	Série de TV	Arcane	2021	['Ação', 'Aventura', 'Animação']	Ella Purnell	1996	9.0	391466	40.0	Em meio ao conflito entre as cidades-gêmeas de Piltover e Zaun, duas irmãs lutam em lados opostos de uma guerra entre tecnologias mágicas e convicções incompatíveis.
nm3480246	tt11126994	Older Powder	Série de TV	Arcane	2021	['Ação', 'Aventura', 'Animação']	Ella Purnell	1996	9.0	391466	40.0	Em meio ao conflito entre as cidades-gêmeas de Piltover e Zaun, duas irmãs lutam em lados opostos de uma guerra entre tecnologias mágicas e convicções incompatíveis.
nm1684869	tt11131586	John Jones	Jogo	Fortnite: Chapter 2	2019	['Ação', 'Aventura', 'Fantasia']	Troy Baker	1976	5.4	1890	0.0	Cair em um novo mundo.Escolha o seu local de pouso e explore uma ilha totalmente nova com 13 novos locais.Nade, peixe e muito mais!Apoie seu esquadrão usando o bazuca de bandagem e confira os novos esconderijos e explosivos!O combate também é atualizado com menos moagem e mais diversão.
nm1684869	tt11131586	Agent Jonesy	Jogo	Fortnite: Chapter 2	2019	['Ação', 'Aventura', 'Fantasia']	Troy Baker	1976	5.4	1890	0.0	Cair em um novo mundo.Escolha o seu local de pouso e explore uma ilha totalmente nova com 13 novos locais.Nade, peixe e muito mais!Apoie seu esquadrão usando o bazuca de bandagem e confira os novos esconderijos e explosivos!O combate também é atualizado com menos moagem e mais diversão.
nm1684869	tt11164170	Abaddon	Jogo	Darksiders Genesis	2019	['Ação', 'Aventura', 'Fantasia']	Troy Baker	1976	7.1	296	0.0	Nesta ação de RPG, o quarto cavaleiro do conflito do Apocalypse é chamado a salvar a humanidade de certa destruição nas mãos de Lúcifer.Fiel às suas raízes, o Darksiders Genesis apresentará intensos combates, exploração, solução de quebra-cabeças, batalhas épicas de chefes e buracos de serpentes do céu ao inferno.O jogo marca a primeira aventura de Darksiders em larga escala jogada da perspectiva de cima para baixo.
nm3480246	tt11218290	Rhiannon	Série de TV	Sweetpea	2024	['Comédia', 'Drama']	Ella Purnell	1996	7.2	15855	45.0	A série é baseada no livro homônimo de C.J. Ela é continuamente esquecida para uma promoção no trabalho, o cara de quem ela gosta não se compromete, e seu pai está muito, muito doente. Então, tudo em sua vida vira de cabeça para baixo. Rhiannon é levada ao limite e perde o controle.
nm5700898	tt11245972	Amber Freeman	Filme	Pânico	2022	['Terror', 'Mistério', 'Suspense']	Mikey Madison	1999	6.3	173460	114.0	Vinte e cinco anos após uma série de crimes brutais chocar a tranquila Woodsboro, um novo assassino se apropria da máscara de Ghostface e começa a perseguir um grupo de adolescentes para trazer à tona segredos do passado mortal da cidade.
nm4911194	tt11245972	Tara Carpenter	Filme	Pânico	2022	['Terror', 'Mistério', 'Suspense']	Jenna Ortega	2002	6.3	173460	114.0	Vinte e cinco anos após uma série de crimes brutais chocar a tranquila Woodsboro, um novo assassino se apropria da máscara de Ghostface e começa a perseguir um grupo de adolescentes para trazer à tona segredos do passado mortal da cidade.
nm5301405	tt11271800	Marsha	Filme	Mayday	2021	['Drama', 'Fantasia', 'Mistério']	Mia Goth	1993	4.4	2170	100.0	Uma tempestade incomum se aproxima e está prestes a mudar tudo para Ana. Depois que um curto-circuito em seu local de trabalho a transporta misteriosamente para um mundo alternativo, ela conhece uma tripulação de mulheres soldados apanhadas em uma guerra sem fim. Ao longo de uma costa estranha e acidentada, os homens enfrentam a verdade nua e crua que se esconde por trás das donzelas que parecem estar em perigo. Sob a liderança de Marsha, Ana treina como atiradora e descobre uma nova liberdade nesta irmandade desinibida. Ela logo percebe que pode não ser o assassino cruel que eles esperam, e o tempo está se esgotando para ela encontrar um caminho para casa.
nm3154303	tt11286314	Yule	Filme	Não Olhe para Cima	2021	['Comédia', 'Drama', 'Ficção Científica']	Timothée Chalamet	1995	7.2	638418	138.0	Dois astrônomos descobrem um cometa mortal vindo em direção à Terra e partem em um tour midiático para alertar a humanidade. Só que ninguém parece dar muita bola.
nm0799777	tt1133995	Sergeant Mitchell	Filme	A Caminho da Guerra	2009	['Ação', 'Suspense']	J.K. Simmons	1955	3.2	2745	90.0	Um assassino profissional treinado pelo governo americano embarca para uma missão no Oriente Médio e descobre um esquema de corrupção envolvendo a alta cúpula do governo.
nm2215143	tt11343686	Lou Simms	Série de TV	Swimming with Sharks	2022	['Drama', 'Suspense']	Kiernan Shipka	1999	6.4	2373	52.0	Quando Lou Simms(Kiernan Shipka) começa seu estágio na Fountain Pictures, ela parece uma ingênua recém-chegada a Hollywood, impressionada com a notória CEO do estúdio, Joyce Holt(Diane Kruger). Lou logo se mostra indispensável para Joyce, que não está apenas tentando manobrar seu chefe antiquado e nacionalista(Donald Sutherland), mas também ter um bebê depois de anos de tentativas. Na verdade, Lou fez uma extensa pesquisa sobre Joyce e conseguir este estágio não foi uma feliz coincidência. À medida que a obsessão de Lou cresce, ela fará de tudo para se aproximar de seu ídolo, até mesmo matar.
nm1659221	tt1137462	Jack Benjamin	Série de TV	Kings	2009	['Drama', 'Ficção Científica']	Sebastian Stan	1982	8.1	8855	60.0	Um drama fascinante sobre uma monarquia moderna, uma recontagem contemporânea da história atemporal de Davi e Golias. Esta série é uma história épica de ganância e poder, guerra e romance, amores proibidos e alianças secretas - e um jovem herói que chega ao poder em um reino moderno.
nm1684869	tt1139644	Additional Voices	Jogo	Quantum of Solace	2008	['Ação', 'Aventura', 'Suspense']	Troy Baker	1976	6.7	10224	0.0	A versão PlayStation 2 do jogo é um tiro em terceira pessoa por cima do ombro, como 007: tudo ou nada.Esta versão exclui missões como 'Miami Airport' e 'Train', mas adiciona missões como 'Docks', a parte príncipe do filme.
nm0799777	tt1142433	Roy Davies	Filme	Recém-Formada	2009	['Comédia', 'Família', 'Romance']	J.K. Simmons	1955	5.3	15391	88.0	Ryden Malby tem um plano perfeito: formar-se na faculdade, arrumar um ótimo emprego, passear com seu melhor amigo e encontrar o cara perfeito. Mas seu plano fica hilário e completamente fora de controle quando ela é forçada a voltar a morar na casa de sua excêntrica família. Quando ela finalmente consegue o emprego dos seus sonhos, Ryden percebe que isso nada significa sem o homem dos seus sonhos... e sem as pessoas que ela ama.
nm2215143	tt11426232	Jamie Hughes	Filme	Dezesseis Facadas	2023	['Comédia', 'Terror', 'Ficção Científica']	Kiernan Shipka	1999	6.5	62085	106.0	Quando o temido 'assassino das dezesseis facadas” retorna 35 anos após sua primeira onda de assassinatos para fazer outra vítima, Jamie, de 17 anos, acidentalmente viaja de volta no tempo até 1987, determinada a deter o assassino antes que ele comece a agir.
nm2215143	tt11426232	Collette	Filme	Dezesseis Facadas	2023	['Comédia', 'Terror', 'Ficção Científica']	Kiernan Shipka	1999	6.5	62085	106.0	Quando o temido 'assassino das dezesseis facadas” retorna 35 anos após sua primeira onda de assassinatos para fazer outra vítima, Jamie, de 17 anos, acidentalmente viaja de volta no tempo até 1987, determinada a deter o assassino antes que ele comece a agir.
nm1684869	tt11444410	Sgt. Matt Baker	Jogo	Brothers in Arms: D-Day	2006	['Ação', 'Drama', 'Guerra']	Troy Baker	1976	7.1	26	0.0	Experimente a intensidade da Segunda Guerra Mundial através das histórias de sargentos Baker e Hartsock e seu esquadrão de paraquedistas durante a invasão da Normandia.Brothers in Arms D Day Day traz os jogadores o melhor dos irmãos em franquia de armas em um sistema de jogos portáteis.Os jogadores experimentam o dia D como uma águia gritando com mais táticas e ação exclusiva do sistema PSP.Agora, os jogadores podem surpreender o inimigo pela vantagem final dos tiroteios, liderando uma equipe de bombeiros durante toda a campanha da Normandia.Pela primeira vez, os jogadores também poderão liderar um time de Bazuoka, pedir seu esquadrão em um MG42 ou disparar rodadas de argamassa.Um modo cooperativo aprimorado (escaramuça) oferece aos jogadores uma campanha de 12 missões.Co-op Multiplayer (Modo Skirmish): Jogue com um amigo sobre ad hoc (sem fio) através de 12 missões de escaramuças diferentes em quatro modos de jogo diferentes através da campanha cooperativa.
nm1684869	tt11517730	Erron Black	Jogo	Mortal Kombat Mobile	2015	['Ação', 'Aventura', 'Fantasia']	Troy Baker	1976	6.0	56	0.0	Vá aqui e mergulhe na ação icônica e visceral do Mortal Kombat Mobile a qualquer momento, em qualquer lugar.Lutadores lendários de Kollect como Scorpion, Sub-Zero, Raiden e Kitana e Luta em batalhas épicas de 3v3 situadas no universo mortal kombat.Este jogo de luta e coleta de cartas visualmente impressionante tem vários modos e reintroduz personagens e tradições do legado de jogos de luta de 30 anos de Mortal Kombat.Inicie a ação hoje e prove -se no maior torneio de luta em todos os reinos!
nm1684869	tt11517730	Shinnok	Jogo	Mortal Kombat Mobile	2015	['Ação', 'Aventura', 'Fantasia']	Troy Baker	1976	6.0	56	0.0	Vá aqui e mergulhe na ação icônica e visceral do Mortal Kombat Mobile a qualquer momento, em qualquer lugar.Lutadores lendários de Kollect como Scorpion, Sub-Zero, Raiden e Kitana e Luta em batalhas épicas de 3v3 situadas no universo mortal kombat.Este jogo de luta e coleta de cartas visualmente impressionante tem vários modos e reintroduz personagens e tradições do legado de jogos de luta de 30 anos de Mortal Kombat.Inicie a ação hoje e prove -se no maior torneio de luta em todos os reinos!
nm0799777	tt1155056	Oswald Klaven	Filme	Eu Te Amo, Cara	2009	['Comédia', 'Romance']	J.K. Simmons	1955	7.0	221575	105.0	Peter Klaven (Paul Rudd) é noivo de Zooey (Rashida Jones), a mulher dos seus sonhos. Ao organizar a cerimônia de casamento ele percebe que não tem qualquer amigo mais íntimo o qual possa convidar para ser seu padrinho. Decidido a resolver a situação, ele passa a encontrar vários homens na tentativa de ter uma verdadeira amizade. É assim que conhece Sydney Fife (Jason Segel), com quem se identifica. Eles cada vez se tornam mais amigos, até que esta situação coloca em risco o próprio noivado de Peter.
nm3154303	tt11563598	Bob Dylan	Filme	Um Completo Desconhecido	2024	['Biografia', 'Drama', 'Música']	Timothée Chalamet	1995	7.4	74919	141.0	No Newport Folk Festival, em 1965, o jovem Bob Dylan sacudiu o cenário da música folclórica ao se tornar elétrico e transformar o rock na voz de uma geração, definindo um dos momentos mais transformadores da música do século XX.
nm1102577	tt11563598	Sylvie Russo	Filme	Um Completo Desconhecido	2024	['Biografia', 'Drama', 'Música']	Elle Fanning	1998	7.4	74919	141.0	No Newport Folk Festival, em 1965, o jovem Bob Dylan sacudiu o cenário da música folclórica ao se tornar elétrico e transformar o rock na voz de uma geração, definindo um dos momentos mais transformadores da música do século XX.
nm3154303	tt11563598	Desconhecido	Filme	Um Completo Desconhecido	2024	['Biografia', 'Drama', 'Música']	Timothée Chalamet	1995	7.4	74919	141.0	No Newport Folk Festival, em 1965, o jovem Bob Dylan sacudiu o cenário da música folclórica ao se tornar elétrico e transformar o rock na voz de uma geração, definindo um dos momentos mais transformadores da música do século XX.
nm1684869	tt11567244	The Godslayer	Jogo	The Pathless	2020	['Ação', 'Aventura', 'Fantasia']	Troy Baker	1976	7.7	143	0.0	The Pathless é uma aventura mítica, onde você toca como o caçador, um arqueiro qualificado que explora uma ilha amaldiçoada misteriosa com um companheiro de águia.Seu objetivo é elevar uma mortalha não natural da escuridão que atormenta o mundo.Enquanto você liga acrobaticamente através de florestas densas, você caça presa, descobrirá ruínas antigas e formará um vínculo profundo com sua águia.Mas cuidado: os espíritos perigosos também se escondem na floresta.Se você não tiver cuidado, pode se tornar o caçado.
nm3154303	tt1160419	Paul Atreides	Filme	Duna	2021	['Ação', 'Aventura', 'Drama']	Timothée Chalamet	1995	8.0	952842	155.0	Em um futuro distante, planetas são comandados por casas nobres que fazem parte de um império feudal intergalático. Paul Atreides é um jovem cuja família toma o controle do planeta deserto Arrakis, também conhecido como Duna. A única fonte da especiaria Melange, a substância mais importante do cosmos, Arrakis se mostra ser um planeta nem um pouco fácil de governar.
nm5301405	tt11703050	Mabel (segment 'I')	Filme	The House	2022	['Animação', 'Comédia', 'Drama']	Mia Goth	1993	6.8	24161	97.0	Nesta comédia de animação de humor ácido, uma família humilde, um arquiteto ansioso e uma senhoria cansada ficam presos à mesma casa misteriosa em épocas diferentes.
nm0799777	tt1183921	Donald Sinclaire	Filme	Corações Instáveis	2009	['Comédia', 'Drama']	J.K. Simmons	1955	6.8	8220	92.0	Desacreditado no amor após o término de um relacionamento, Caleb se torna um homem pessismista quanto às mulheres. No feriado de Ação de Graças, ele conhece a namorada do seu irmão mais novo, Peter, e tenta convencê-lo de que o relacionamento não irá lhe trazer nada além de dor. Ao mesmo tempo, Caleb descobre que sente uma atração pela cunhada, uma vulnerabilidade que irá gradualmente se manifestar durante o feriado.
nm4911194	tt11847410	Vada Cavell	Filme	A Vida Depois	2021	['Drama']	Jenna Ortega	2002	7.0	38531	96.0	O filme acompanha a colegial Vada em sua jornada por uma crise emocional após vivenciar uma tragédia escolar. Seu relacionamento com família e amigos, assim como sua visão do mundo, são alterados para sempre.
nm1659221	tt1186370	Harry	Filme	Jogando com Prazer	2009	['Comédia', 'Drama', 'Romance']	Sebastian Stan	1982	5.8	42651	97.0	Nikki (Ashton Kutcher) leva uma vida confortável, apenas seduzindo mulheres, e vive na casa da advogada de meia idade Samantha (Anne Heche). Um dia ele conhece Heather (Margarita Levieva), uma bela garçonete que também gosta de seduzir. Os dois passam a realizar um jogo de disputas, que os obriga a jantar em restaurantes finos e a dar festas luxuosas. Até que chega a hora em que precisam decidir entre o amor e o dinheiro.
nm0005342	tt1188729	Shepard	Filme	Pandorum	2009	['Ação', 'Terror', 'Mistério']	Norman Reedus	1969	6.7	163705	108.0	Em 500 anos a humanidade estará migrando do Planeta Terra pois ele estará morrendo. É quando dois homens acordam em uma nave espacial. Sem saber onde estão, o que estão fazendo lá e quanto tempo se passou uma sensação imediata de vazio é substituída pelo medo que logo se tornará algo inimaginável. Com as poucas lembranças de fatos passados nas suas vidas eles terão que lutar pela sobrevivência de toda a raça humana.
nm0799777	tt1193138	Bob	Filme	Amor Sem Escalas	2009	['Comédia', 'Drama', 'Romance']	J.K. Simmons	1955	7.4	355013	109.0	Ryan Bingham tem por função demitir pessoas, até que seu chefe contrata a arrogante Natalie Keener, que desenvolveu um sistema de videoconferência onde as pessoas poderão ser demitidas sem que seja necessário deixar o escritório. Este sistema, caso seja implementado, põe em risco o emprego de Ryan. Ele passa então a tentar convencê-la do erro que é sua implementação, viajando com Anna para mostrar a realidade de seu trabalho.
nm3528821	tt11932678	Angie Blackburn	Filme	O Som da Fé	2023	['Biografia', 'Drama', 'Música']	Emma Myers	2002	5.2	587	109.0	Quando a vida de um astro do rock n roll desmorona, ele precisa lutar contra seus demônios do passado para realizar sua ambição de infância de se tornar um pregador.
nm0799777	tt1196134	Ed	Filme	Enlouquecendo com a Liberdade	2010	['Comédia', 'Crime']	J.K. Simmons	1955	5.5	7295	96.0	Um homem em liberdade condicional descobre que a vida fora da prisão é muito mais insana depois que ele conhece o peculiar mundo de sua irmã.
nm1684869	tt1196942	The Guitarist	Jogo	Guitar Hero: World Tour	2008	['Família', 'Música']	Troy Baker	1976	7.4	1090	0.0	Guitar Hero: World Tour é o quarto jogo principal da série e traz uma grande mudança no conceito.Após o lançamento da Rock Band, que construiu o conceito de Guitar Hero, mas adicionou instrumentos adicionais, a World Tour também os apresenta para permitir que os jogadores tocem juntos simultaneamente como uma banda real.Ao lado do violão que era o principal periférico para os títulos anteriores, a edição do jogo acrescenta um microfone para as partes vocais e bateria para percussão.Assim como o jogo anterior, as faixas de guitarra são divididas pela liderança e baixo.A letra e o arremesso vocal são mostrados perto da parte superior da tela, enquanto a parte inferior é dividida para baixo, guitarra e bateria, cada um com um conjunto separado de notas que precisam ser atingidas para desempenhar corretamente o papel.
nm0799777	tt1198194	President Howard T. Ackerman	Jogo	Command & Conquer: Red Alert 3	2008	['Ação', 'Ficção Científica', 'Guerra']	J.K. Simmons	1955	7.6	2311	0.0	Command & Conquister: Red Alert 3 está em uma realidade alternativa da Segunda Guerra Mundial, na qual os aliados ocidentais lutaram contra a União Soviética.Em Red Alert 3, a liderança soviética, enfrentando a derrota, volta no tempo para matar Albert Einstein e impedir sua assistência aos aliados, abrindo caminho para a dominação soviética no presente.No entanto, como uma conseqüência não intencional, é criada um terceiro poder mundial, o império do sol nascente, é criado e todos os três lados vão para a guerra.
nm1684869	tt12013106	Abel Nightroad	Filme	Trinity Blood: Genesis	2006	['Ação', 'Animação', 'Drama']	Troy Baker	1976	6.9	20	90.0	Lançamento do longa-metragem nos cinemas americanos para promover a série de TV Trinity Blood (2005). O filme foi feito a partir da combinação dos quatro primeiros episódios da série.
nm2215143	tt12024308	Bea Johnson	Filme	Uma Família Extraordinária	2022	['Comédia', 'Drama']	Kiernan Shipka	1999	6.8	4784	105.0	A história de Bea Johnson desde o seu nascimento até a formatura enquanto ela navega pela vida com pais que possuem deficiência intelectual e uma família extensa que não consegue chegar a um acordo sobre a melhor maneira de ajuda-la.
nm1684869	tt12093878	Batman	Vídeo	LEGO DC Shazam: Magia e Monstros	2020	['Ação', 'Aventura', 'Animação']	Troy Baker	1976	6.2	1324	81.0	Billy Batson, um garoto de 10 anos de idade, grita uma única palavra e, com raios piscando, ele se transforma em Shazam!, um super-herói adulto. Não demora muito para o Super-Homem, Mulher Maravilha, Batman e toda a Liga da Justiça descobrirem e convidarem o mais sincero benfeitor a se juntar à equipe.
nm0799777	tt1212454	Mr. Jones	Filme	Matemática do Amor	2010	['Comédia', 'Drama', 'Família']	J.K. Simmons	1955	5.3	4453	96.0	Mona Gray é uma jovem de vinte anos, solitária, que decidiu por estudar matemática quando seu pai estava doente. Hoje professora, ela deseja auxiliar seus alunos em suas próprias crises.
nm1684869	tt1213669	Conan	Jogo	Age of Conan: Hyborian Adventures	2008	['Ação', 'Aventura', 'Fantasia']	Troy Baker	1976	6.8	198	0.0	Age of Conan: A Hyblustian Adventures é um jogo on-line premiado e aclamado pela crítica, multiplayer, no mundo sexy, selvagem e brutal de Conan, o bárbaro.Pise nos passos do maior herói de fantasia de todos os tempos e explore os vastos alcances de Hyboria.Escolha entre doze classes diferentes, de bárbaro a desmonologista, e lute para riquezas e glória enquanto luta contra as criaturas diretamente do inferno ou até se envolve na Guilda Colossal vs. Guild Warfare!
nm0000206	tt1220888	Henry Torne	Filme	A Ocasião Faz O Ladrão	2010	['Comédia', 'Crime', 'Drama']	Keanu Reeves	1964	5.9	21867	108.0	O modesto cobrador de pedágios Henry Torne (Keanu Reeves) é injustamente acusado de ter roubado um banco. Após ter cumprido a pena, Henry decide de fato realizar o crime. O plano é se infiltrar em um teatro para ter acesso ao túnel que o levará ao banco, mas a paixão por uma bela atriz (Vera Farmiga) poderá perturbar o seu projeto.
nm1684869	tt1223886	Major Richard Blake	Jogo	Resistance 2	2008	['Ação', 'Ficção Científica', 'Suspense']	Troy Baker	1976	7.9	1414	0.0	Após uma valente luta para impedir a invasão da Chimera na Europa, a humanidade deve fazer sua última posição nas margens dos Estados Unidos.A Resistance 2 oferece uma experiência sem precedentes de jogos de console com uma campanha cooperativa on-line de oito jogadores e de classe e 60 jogadores multiplayer on-line.Uma campanha épica de um jogador único contará com um novo arsenal de armas para combater encontros gigantes de chefe que aumentam a escala do conflito para novos patamares.
nm0799777	tt1225822	Brian	Filme	Maré de Azar	2009	['Comédia', 'Crime', 'Romance']	J.K. Simmons	1955	6.1	51173	92.0	Joel (Jason Bateman) é um botânico e empresário prestes a vender sua empresa de extração de essências e assim curtir uma bela aposentadoria. Eis que um acidente de trabalho com uma de suas funcionárias provoca uma desintegração total, levando a uma série de desastres que coloca seus negócios e sua vida pessoal em perigo.
